mineral,year,ytd_flag,non_china_supplier_count,non_china_value_usd,hhi_value_0_1,hhi_value_0_10000,hts_codes,denominator_scope,data_status
chromium,2015,true,2,16413844.0,0.999575814,9995.7581,2610,non_china_members_of_selected_18_partners,reported
chromium,2016,true,2,12104325.0,0.9920512266,9920.5123,2610,non_china_members_of_selected_18_partners,reported
chromium,2017,true,3,2434106.0,0.5888622607,5888.6226,2610,non_china_members_of_selected_18_partners,reported
chromium,2018,true,3,19948856.0,0.9939154755,9939.1548,2610,non_china_members_of_selected_18_partners,reported
chromium,2019,true,2,15159527.0,0.9914006151,9914.0062,2610,non_china_members_of_selected_18_partners,reported
chromium,2020,true,3,8556335.0,0.9590834202,9590.8342,2610,non_china_members_of_selected_18_partners,reported
chromium,2021,true,3,5796515.0,0.9529125666,9529.1257,2610,non_china_members_of_selected_18_partners,reported
chromium,2022,true,4,10114193.0,0.9705885165,9705.8852,2610,non_china_members_of_selected_18_partners,reported
chromium,2023,true,3,15893640.0,0.9933490086,9933.4901,2610,non_china_members_of_selected_18_partners,reported
chromium,2024,true,3,15005750.0,0.9795627659,9795.6277,2610,non_china_members_of_selected_18_partners,reported
chromium,2025,true,3,18190181.0,0.985729273,9857.2927,2610,non_china_members_of_selected_18_partners,reported
chromium,2026,true,3,8279673.0,0.9793105478,9793.1055,2610,non_china_members_of_selected_18_partners,reported
cobalt,1993,false,9,79961769.0,0.2148392136,2148.3921,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,1994,false,10,107631334.0,0.2202263118,2202.2631,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,1995,false,10,162851909.0,0.2519579581,2519.5796,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,1996,false,9,131124712.0,0.2676670312,2676.6703,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,1997,false,10,145467854.0,0.2254700462,2254.7005,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,1998,false,11,128151066.0,0.2502403687,2502.4037,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,1999,false,11,111379105.0,0.2064693991,2064.694,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2000,false,13,123058173.0,0.1626023696,1626.0237,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2001,false,11,113908173.0,0.197920894,1979.2089,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2002,false,12,58578106.0,0.2136631358,2136.6314,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2003,false,11,68147912.0,0.2785134689,2785.1347,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2004,false,12,168964605.0,0.304485755,3044.8575,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2005,false,12,135199117.0,0.2316000317,2316.0003,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2006,false,11,155934182.0,0.3285728977,3285.729,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2007,false,13,248613914.0,0.2427096965,2427.097,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2008,false,12,330789879.0,0.2154548948,2154.5489,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2009,false,9,97884571.0,0.1801278184,1801.2782,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2010,false,12,160604446.0,0.1961764748,1961.7647,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2011,false,13,173314935.0,0.1595433627,1595.4336,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2012,false,12,161214132.0,0.160027044,1600.2704,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2013,false,12,128224611.0,0.1669819951,1669.82,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2014,false,12,155891594.0,0.1792988894,1792.9889,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2015,false,11,152231469.0,0.1880561242,1880.5612,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2016,false,10,141397302.0,0.2558445228,2558.4452,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2017,false,13,217882675.0,0.2711031865,2711.0319,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2018,false,13,372272231.0,0.2775149224,2775.1492,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2019,false,11,262106534.0,0.2477820948,2477.8209,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2020,false,13,190012158.0,0.2405318182,2405.3182,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2021,false,11,166100271.0,0.2264867952,2264.868,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2022,false,11,248058948.0,0.290366875,2903.6687,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2023,false,12,181772438.0,0.341010538,3410.1054,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2024,false,11,166193975.0,0.3126657672,3126.6577,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2025,false,10,214362085.0,0.2754459279,2754.4593,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2026,false,0,,,,,non_china_members_of_selected_18_partners,missing_or_zero_denominator
cobalt,1993,true,8,40189572.0,0.2115508202,2115.5082,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,1994,true,10,47099450.0,0.2256253998,2256.254,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,1995,true,9,67015301.0,0.2460311832,2460.3118,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,1996,true,8,66998769.0,0.2561136009,2561.136,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,1997,true,9,63872796.0,0.230043591,2300.4359,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,1998,true,9,58880789.0,0.2555009845,2555.0098,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,1999,true,9,42801709.0,0.2107439579,2107.4396,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2000,true,13,42281931.0,0.1988448387,1988.4484,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2001,true,11,58525150.0,0.196552872,1965.5287,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2002,true,12,28908598.0,0.2402315577,2402.3156,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2003,true,11,26903251.0,0.2536612907,2536.6129,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2004,true,11,66828978.0,0.3273080535,3273.0805,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2005,true,11,59840423.0,0.2001563666,2001.5637,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2006,true,11,59987291.0,0.2947113797,2947.1138,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2007,true,12,91037631.0,0.2398444869,2398.4449,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2008,true,10,159362503.0,0.214794588,2147.9459,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2009,true,9,43492804.0,0.2348315699,2348.3157,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2010,true,12,77056373.0,0.2171132612,2171.1326,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2011,true,13,79852835.0,0.1586959541,1586.9595,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2012,true,12,81328736.0,0.1647935414,1647.9354,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2013,true,11,56783429.0,0.157495112,1574.9511,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2014,true,9,64583547.0,0.1698181888,1698.1819,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2015,true,10,69516901.0,0.1740243143,1740.2431,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2016,true,9,56968701.0,0.256829563,2568.2956,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2017,true,11,78056283.0,0.2332029888,2332.0299,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2018,true,13,184107371.0,0.2740955726,2740.9557,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2019,true,9,136967976.0,0.2436918431,2436.9184,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2020,true,11,108229672.0,0.2302788518,2302.7885,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2021,true,10,58494103.0,0.2728840162,2728.8402,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2022,true,10,98295167.0,0.2864313539,2864.3135,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2023,true,11,76792543.0,0.3551175271,3551.1753,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2024,true,11,67773161.0,0.3413538173,3413.5382,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2025,true,9,81730475.0,0.2216734732,2216.7347,2605|8105,non_china_members_of_selected_18_partners,reported
cobalt,2026,true,9,153034799.0,0.4319983438,4319.9834,2605|8105,non_china_members_of_selected_18_partners,reported
copper,1993,false,2,18884385.0,0.7811112616,7811.1126,2603,non_china_members_of_selected_18_partners,reported
copper,1994,false,2,99863946.0,0.5161909885,5161.9099,2603,non_china_members_of_selected_18_partners,reported
copper,1995,false,3,82054630.0,0.9996050156,9996.0502,2603,non_china_members_of_selected_18_partners,reported
copper,1996,false,2,66770811.0,0.6223262831,6223.2628,2603,non_china_members_of_selected_18_partners,reported
copper,1997,false,3,65704809.0,0.7068744803,7068.7448,2603,non_china_members_of_selected_18_partners,reported
copper,1998,false,2,131940719.0,0.8885576658,8885.5767,2603,non_china_members_of_selected_18_partners,reported
copper,1999,false,2,35546399.0,0.9998851145,9998.8511,2603,non_china_members_of_selected_18_partners,reported
copper,2000,false,0,,,,2603,non_china_members_of_selected_18_partners,missing_or_zero_denominator
copper,2001,false,2,28594215.0,0.6070814048,6070.814,2603,non_china_members_of_selected_18_partners,reported
copper,2002,false,2,89774932.0,0.838053193,8380.5319,2603,non_china_members_of_selected_18_partners,reported
copper,2003,false,2,10388712.0,0.9728872596,9728.8726,2603,non_china_members_of_selected_18_partners,reported
copper,2004,false,1,880000.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2005,false,1,2403.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2006,false,1,187096.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2007,false,0,,,,2603,non_china_members_of_selected_18_partners,missing_or_zero_denominator
copper,2008,false,1,599718.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2009,false,1,193095.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2010,false,1,1805088.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2011,false,1,99064119.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2012,false,2,420113.0,0.9764801746,9764.8017,2603,non_china_members_of_selected_18_partners,reported
copper,2013,false,1,226143.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2014,false,2,84000.0,0.7551020408,7551.0204,2603,non_china_members_of_selected_18_partners,reported
copper,2015,false,2,1188673.0,0.8120402503,8120.4025,2603,non_china_members_of_selected_18_partners,reported
copper,2016,false,3,111210.0,0.8137879569,8137.8796,2603,non_china_members_of_selected_18_partners,reported
copper,2017,false,1,26358.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2018,false,1,63986.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2019,false,1,13022.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2020,false,1,8136000.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2021,false,3,96039924.0,0.9992049563,9992.0496,2603,non_china_members_of_selected_18_partners,reported
copper,2022,false,4,122677766.0,0.9967115456,9967.1155,2603,non_china_members_of_selected_18_partners,reported
copper,2023,false,2,34615462.0,0.9994402913,9994.4029,2603,non_china_members_of_selected_18_partners,reported
copper,2024,false,3,132383.0,0.7859967977,7859.968,2603,non_china_members_of_selected_18_partners,reported
copper,2025,false,5,323510.0,0.5176059501,5176.0595,2603,non_china_members_of_selected_18_partners,reported
copper,2026,false,0,,,,,non_china_members_of_selected_18_partners,missing_or_zero_denominator
copper,1993,true,1,10512075.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,1994,true,2,15157417.0,0.5742566764,5742.5668,2603,non_china_members_of_selected_18_partners,reported
copper,1995,true,2,16011706.0,0.9982318607,9982.3186,2603,non_china_members_of_selected_18_partners,reported
copper,1996,true,1,23980707.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,1997,true,2,21663145.0,0.9994862639,9994.8626,2603,non_china_members_of_selected_18_partners,reported
copper,1998,true,1,35554924.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,1999,true,1,22230958.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2000,true,0,,,,2603,non_china_members_of_selected_18_partners,missing_or_zero_denominator
copper,2001,true,1,843607.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2002,true,2,32570065.0,0.6560508149,6560.5081,2603,non_china_members_of_selected_18_partners,reported
copper,2003,true,2,10388712.0,0.9728872596,9728.8726,2603,non_china_members_of_selected_18_partners,reported
copper,2004,true,0,,,,2603,non_china_members_of_selected_18_partners,missing_or_zero_denominator
copper,2005,true,0,,,,2603,non_china_members_of_selected_18_partners,missing_or_zero_denominator
copper,2006,true,1,187096.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2007,true,0,,,,2603,non_china_members_of_selected_18_partners,missing_or_zero_denominator
copper,2008,true,1,592271.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2009,true,1,121095.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2010,true,1,1789811.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2011,true,1,12401006.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2012,true,2,77000.0,0.8785629954,8785.63,2603,non_china_members_of_selected_18_partners,reported
copper,2013,true,1,226143.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2014,true,0,,,,2603,non_china_members_of_selected_18_partners,missing_or_zero_denominator
copper,2015,true,1,85158.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2016,true,1,2203.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2017,true,1,2988.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2018,true,1,63986.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2019,true,1,6835.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2020,true,0,,,,2603,non_china_members_of_selected_18_partners,missing_or_zero_denominator
copper,2021,true,3,27590804.0,0.9972347219,9972.3472,2603,non_china_members_of_selected_18_partners,reported
copper,2022,true,1,42263214.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2023,true,1,34603037.0,1.0,10000.0,2603,non_china_members_of_selected_18_partners,reported
copper,2024,true,2,99867.0,0.9090356578,9090.3566,2603,non_china_members_of_selected_18_partners,reported
copper,2025,true,4,282823.0,0.5768182078,5768.1821,2603,non_china_members_of_selected_18_partners,reported
copper,2026,true,2,31412349.0,0.999769353,9997.6935,2603,non_china_members_of_selected_18_partners,reported
ferroalloys,1993,false,11,401888233.0,0.1946570251,1946.5703,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,1994,false,13,430220095.0,0.1851855789,1851.8558,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,1995,false,13,644653307.0,0.1783030327,1783.0303,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,1996,false,13,597159415.0,0.1640528781,1640.5288,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,1997,false,12,572638057.0,0.1721512666,1721.5127,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,1998,false,12,554561731.0,0.2021952758,2021.9528,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,1999,false,11,473190056.0,0.2318164058,2318.1641,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2000,false,13,515496266.0,0.234889996,2348.9,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2001,false,11,357790826.0,0.2411333187,2411.3332,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2002,false,12,370843042.0,0.2420171645,2420.1716,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2003,false,11,403590775.0,0.2728241985,2728.242,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2004,false,12,863496010.0,0.3565313775,3565.3138,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2005,false,12,722141251.0,0.2265693423,2265.6934,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2006,false,12,863923883.0,0.2382398494,2382.3985,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2007,false,14,1252441477.0,0.2491781199,2491.7812,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2008,false,12,2387101026.0,0.240921942,2409.2194,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2009,false,13,739913477.0,0.2193217413,2193.2174,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2010,false,13,1535585166.0,0.228743418,2287.4342,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2011,false,13,1744376179.0,0.2162324734,2162.3247,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2012,false,13,1815348678.0,0.1979307162,1979.3072,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2013,false,13,1517275682.0,0.1978590714,1978.5907,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2014,false,13,1915490543.0,0.2163375708,2163.3757,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2015,false,15,1359889617.0,0.178536669,1785.3667,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2016,false,15,1057532878.0,0.1916358344,1916.3583,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2017,false,15,1758903182.0,0.1882770324,1882.7703,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2018,false,15,2175408876.0,0.1350974068,1350.9741,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2019,false,15,1699480752.0,0.1339703542,1339.7035,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2020,false,15,1166216963.0,0.1546098276,1546.0983,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2021,false,15,2073362315.0,0.1371808347,1371.8083,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2022,false,14,2974535813.0,0.119063572,1190.6357,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2023,false,15,1994044703.0,0.1163919309,1163.9193,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2024,false,15,1707610784.0,0.1347460098,1347.4601,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2025,false,14,1639172466.0,0.1463350663,1463.3507,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2026,false,0,,,,,non_china_members_of_selected_18_partners,missing_or_zero_denominator
ferroalloys,1993,true,11,184704522.0,0.1993203741,1993.2037,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,1994,true,12,190853023.0,0.2080487604,2080.4876,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,1995,true,11,233046018.0,0.1843417965,1843.418,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,1996,true,13,286704383.0,0.1618323666,1618.3237,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,1997,true,10,213820238.0,0.1447069703,1447.0697,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,1998,true,11,256886702.0,0.2009429577,2009.4296,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,1999,true,11,195800663.0,0.2481854424,2481.8544,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2000,true,11,210768951.0,0.2021023731,2021.0237,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2001,true,11,163241553.0,0.2314329296,2314.3293,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2002,true,11,122838745.0,0.2287978007,2287.978,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2003,true,11,148841741.0,0.2716734757,2716.7348,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2004,true,12,235397568.0,0.3258278631,3258.2786,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2005,true,12,354695980.0,0.2647570997,2647.571,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2006,true,11,338234844.0,0.2272249919,2272.2499,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2007,true,13,426161856.0,0.2680853272,2680.8533,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2008,true,12,947391342.0,0.2279294986,2279.295,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2009,true,13,277612466.0,0.2408559312,2408.5593,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2010,true,12,610270986.0,0.2392090955,2392.091,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2011,true,13,776873157.0,0.2308277881,2308.2779,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2012,true,13,888089852.0,0.1934767036,1934.767,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2013,true,13,687368701.0,0.19194137,1919.4137,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2014,true,13,788002674.0,0.2152744271,2152.7443,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2015,true,13,767241025.0,0.2100402469,2100.4025,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2016,true,15,467149193.0,0.2159809453,2159.8095,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2017,true,15,714970560.0,0.2213888728,2213.8887,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2018,true,15,905466404.0,0.1344199933,1344.1999,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2019,true,13,810003318.0,0.130248364,1302.4836,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2020,true,14,567967172.0,0.1421827055,1421.8271,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2021,true,14,616579614.0,0.1351842419,1351.8424,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2022,true,14,1256213726.0,0.1302269659,1302.2697,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2023,true,15,1024537417.0,0.1195529555,1195.5296,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2024,true,15,756345527.0,0.1461208194,1461.2082,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2025,true,14,733569379.0,0.1370382896,1370.3829,7202,non_china_members_of_selected_18_partners,reported
ferroalloys,2026,true,13,680908713.0,0.1484832563,1484.8326,7202,non_china_members_of_selected_18_partners,reported
iron,1993,false,4,305590900.0,0.648140442,6481.4044,2601,non_china_members_of_selected_18_partners,reported
iron,1994,false,4,399798588.0,0.6665626134,6665.6261,2601,non_china_members_of_selected_18_partners,reported
iron,1995,false,4,386505449.0,0.5884680552,5884.6806,2601,non_china_members_of_selected_18_partners,reported
iron,1996,false,5,464290416.0,0.5730390188,5730.3902,2601,non_china_members_of_selected_18_partners,reported
iron,1997,false,6,459578507.0,0.5570291335,5570.2913,2601,non_china_members_of_selected_18_partners,reported
iron,1998,false,5,464817666.0,0.5106911595,5106.9116,2601,non_china_members_of_selected_18_partners,reported
iron,1999,false,4,354389157.0,0.4928246208,4928.2462,2601,non_china_members_of_selected_18_partners,reported
iron,2000,false,4,397013836.0,0.5028540997,5028.541,2601,non_china_members_of_selected_18_partners,reported
iron,2001,false,5,260043244.0,0.4282389649,4282.3896,2601,non_china_members_of_selected_18_partners,reported
iron,2002,false,5,304627769.0,0.4643969129,4643.9691,2601,non_china_members_of_selected_18_partners,reported
iron,2003,false,4,321262938.0,0.5061666957,5061.667,2601,non_china_members_of_selected_18_partners,reported
iron,2004,false,5,340579815.0,0.4805683789,4805.6838,2601,non_china_members_of_selected_18_partners,reported
iron,2005,false,5,497063424.0,0.4925217301,4925.2173,2601,non_china_members_of_selected_18_partners,reported
iron,2006,false,5,600576547.0,0.5009440251,5009.4403,2601,non_china_members_of_selected_18_partners,reported
iron,2007,false,4,525265755.0,0.508547766,5085.4777,2601,non_china_members_of_selected_18_partners,reported
iron,2008,false,5,894188452.0,0.5796087958,5796.088,2601,non_china_members_of_selected_18_partners,reported
iron,2009,false,5,363068377.0,0.7937862085,7937.8621,2601,non_china_members_of_selected_18_partners,reported
iron,2010,false,6,622206415.0,0.5983095581,5983.0956,2601,non_china_members_of_selected_18_partners,reported
iron,2011,false,6,756221299.0,0.6811792829,6811.7928,2601,non_china_members_of_selected_18_partners,reported
iron,2012,false,7,709669015.0,0.7054146528,7054.1465,2601,non_china_members_of_selected_18_partners,reported
iron,2013,false,7,381116625.0,0.5810987755,5810.9878,2601,non_china_members_of_selected_18_partners,reported
iron,2014,false,6,632069690.0,0.5176371546,5176.3715,2601,non_china_members_of_selected_18_partners,reported
iron,2015,false,4,432627298.0,0.4885854885,4885.8549,2601,non_china_members_of_selected_18_partners,reported
iron,2016,false,7,178408192.0,0.5807310437,5807.3104,2601,non_china_members_of_selected_18_partners,reported
iron,2017,false,6,305448923.0,0.4705872251,4705.8723,2601,non_china_members_of_selected_18_partners,reported
iron,2018,false,8,364856750.0,0.5219523731,5219.5237,2601,non_china_members_of_selected_18_partners,reported
iron,2019,false,8,462077801.0,0.4348769011,4348.769,2601,non_china_members_of_selected_18_partners,reported
iron,2020,false,6,309483129.0,0.4518609,4518.609,2601,non_china_members_of_selected_18_partners,reported
iron,2021,false,8,603114496.0,0.5306270969,5306.271,2601,non_china_members_of_selected_18_partners,reported
iron,2022,false,7,520945811.0,0.5322489441,5322.4894,2601,non_china_members_of_selected_18_partners,reported
iron,2023,false,8,497823976.0,0.5693088534,5693.0885,2601,non_china_members_of_selected_18_partners,reported
iron,2024,false,6,441186083.0,0.5817709701,5817.7097,2601,non_china_members_of_selected_18_partners,reported
iron,2025,false,5,527388212.0,0.4867304917,4867.3049,2601,non_china_members_of_selected_18_partners,reported
iron,2026,false,0,,,,,non_china_members_of_selected_18_partners,missing_or_zero_denominator
iron,1993,true,4,66195263.0,0.4935589749,4935.5897,2601,non_china_members_of_selected_18_partners,reported
iron,1994,true,4,88487212.0,0.5290888254,5290.8883,2601,non_china_members_of_selected_18_partners,reported
iron,1995,true,3,100210218.0,0.5158250598,5158.2506,2601,non_china_members_of_selected_18_partners,reported
iron,1996,true,4,131913837.0,0.5214970187,5214.9702,2601,non_china_members_of_selected_18_partners,reported
iron,1997,true,6,145559499.0,0.4855172636,4855.1726,2601,non_china_members_of_selected_18_partners,reported
iron,1998,true,4,172358027.0,0.4813480056,4813.4801,2601,non_china_members_of_selected_18_partners,reported
iron,1999,true,3,96946378.0,0.4537697014,4537.697,2601,non_china_members_of_selected_18_partners,reported
iron,2000,true,3,156936201.0,0.4881134601,4881.1346,2601,non_china_members_of_selected_18_partners,reported
iron,2001,true,4,91693538.0,0.4428165226,4428.1652,2601,non_china_members_of_selected_18_partners,reported
iron,2002,true,5,85166713.0,0.4577823332,4577.8233,2601,non_china_members_of_selected_18_partners,reported
iron,2003,true,4,100976187.0,0.4702374066,4702.3741,2601,non_china_members_of_selected_18_partners,reported
iron,2004,true,5,124203321.0,0.4642036056,4642.0361,2601,non_china_members_of_selected_18_partners,reported
iron,2005,true,4,164662865.0,0.418584861,4185.8486,2601,non_china_members_of_selected_18_partners,reported
iron,2006,true,4,209649959.0,0.4858870097,4858.8701,2601,non_china_members_of_selected_18_partners,reported
iron,2007,true,3,167579576.0,0.4613840302,4613.8403,2601,non_china_members_of_selected_18_partners,reported
iron,2008,true,3,279773775.0,0.5890925059,5890.9251,2601,non_china_members_of_selected_18_partners,reported
